141,99565,Chignik Lagoon,Alaska,58.2687,-156.6484
142,99579,Egegik,Alaska,58.2062,-157.3422
143,99606,Iliamna,Alaska,59.7525,-154.8236
144,99625,Levelock,Alaska,59.2905,-156.6503
145,99640,Nondalton,Alaska,58.2687,-156.6484
146,99647,Pedro Bay,Alaska,59.8681,-154.0757
147,99648,Perryville,Alaska,55.9453,-159.2593
148,99649,Pilot Point,Alaska,57.5952,-157.4493
149,99653,Port Alsworth,Alaska,58.2687,-156.6484
150,99623,Wasilla,Alaska,61.5463,-149.5901
151,99629,Wasilla,Alaska,61.5841,-149.4436
152,99645,Palmer,Alaska,61.6303,-148.9872
153,99652,Big Lake,Alaska,61.523,-149.7288
154,99654,Wasilla,Alaska,61.5923,-149.3959
155,99667,Skwentna,Alaska,62.2804,-149.7152
156,99674,Sutton,Alaska,61.7327,-148.7837
157,99676,Talkeetna,Alaska,62.2605,-150.1101
158,99683,Trapper Creek,Alaska,62.5019,-151.0043
159,99687,Wasilla,Alaska,61.5313,-149.4784
160,99688,Willow,Alaska,61.8966,-150.0038
161,99694,Houston,Alaska,62.2804,-149.7152
162,99659,Saint Michael,Alaska,63.4776,-162.1091
163,99671,Stebbins,Alaska,64.7556,-165.6723
164,99684,Unalakleet,Alaska,63.8835,-160.7884
165,99739,Elim,Alaska,64.6217,-162.2604
166,99742,Gambell,Alaska,63.7766,-171.7017
167,99753,Koyuk,Alaska,64.7556,-165.6723
168,99762,Nome,Alaska,64.8393,-164.4361
169,99769,Savoonga,Alaska,63.6797,-170.4709
170,99771,Shaktoolik,Alaska,64.3755,-161.1746
171,99772,Shishmaref,Alaska,66.2306,-166.1373
172,99778,Teller,Alaska,65.2402,-166.3833
173,99783,Wales,Alaska,64.7556,-165.6723
174,99784,White Mountain,Alaska,64.7028,-163.4218
175,99785,Brevig Mission,Alaska,65.3342,-166.4786
176,99721,Anaktuvuk Pass,Alaska,66.6933,-153.994
177,99723,Barrow,Alaska,71.2346,-156.8174
178,99734,Prudhoe Bay,Alaska,66.6933,-153.994
179,99747,Kaktovik,Alaska,66.6933,-153.994
180,99759,Point Lay,Alaska,68.887,-164.2497
181,99766,Point Hope,Alaska,66.6933,-153.994
182,99782,Wainwright,Alaska,66.6933,-153.994
183,99789,Nuiqsut,Alaska,70.1927,-150.9971
184,99791,Atqasuk,Alaska,70.4947,-157.4411
185,99727,Buckland,Alaska,66.8684,-159.8439
186,99736,Deering,Alaska,66.8684,-159.8439
187,99749,Kiana,Alaska,66.8684,-159.8439
188,99750,Kivalina,Alaska,66.8684,-159.8439
189,99751,Kobuk,Alaska,66.8684,-159.8439
190,99752,Kotzebue,Alaska,66.8653,-161.7808
191,99761,Noatak,Alaska,66.8684,-159.8439
192,99763,Noorvik,Alaska,66.8364,-161.0441
193,99770,Selawik,Alaska,66.8684,-159.8439
194,99773,Shungnak,Alaska,66.8684,-159.8439
195,99786,Ambler,Alaska,66.8684,-159.8439
196,99903,Meyers Chuck,Alaska,55.5179,-132.0032
197,99918,Coffman Cove,Alaska,55.9524,-132.7503
198,99919,Thorne Bay,Alaska,55.6609,-132.5138
199,99921,Craig,Alaska,55.4732,-133.1171
200,99922,Hydaburg,Alaska,55.2087,-132.8259
201,99923,Hyder,Alaska,55.5179,-132.0032
202,99925,Klawock,Alaska,55.5526,-133.0555
203,99926,Metlakatla,Alaska,55.1215,-131.579
204,99927,Point Baker,Alaska,55.5179,-132.0032
205,99835,Sitka,Alaska,57.0514,-135.3166
206,99689,Yakutat,Alaska,59.812,-139.5505
207,99820,Angoon,Alaska,57.5005,-134.586
208,99825,Elfin Cove,Alaska,58.3318,-135.1813
209,99826,Gustavus,Alaska,58.4284,-135.7615
210,99829,Hoonah,Alaska,58.0977,-135.4316
211,99832,Pelican,Alaska,58.3318,-135.1813
212,99840,Skagway,Alaska,59.4685,-135.3018
213,99841,Tenakee Springs,Alaska,57.7943,-135.1844
214,99731,Fort Greely,Alaska,63.952,-146.451
215,99732,Chicken,Alaska,63.8706,-144.0026
216,99737,Delta Junction,Alaska,63.7964,-145.0726
217,99738,Eagle,Alaska,63.8706,-144.0026
218,99764,Northway,Alaska,63.8706,-144.0026
219,99776,Tanacross,Alaska,63.8706,-144.0026
220,99779,Tetlin,Alaska,63.8706,-144.0026
221,99780,Tok,Alaska,63.8706,-144.0026
222,99566,Chitina,Alaska,61.471,-144.991
223,99573,Copper Center,Alaska,61.471,-144.991
224,99574,Cordova,Alaska,60.5362,-145.7534
225,99586,Gakona,Alaska,62.6682,-144.1105
226,99588,Glennallen,Alaska,62.1039,-145.6617
227,99677,Tatitlek,Alaska,60.8906,-146.6703
228,99686,Valdez,Alaska,61.101,-146.9
229,99693,Whittier,Alaska,60.7734,-148.6839
230,99554,Alakanuk,Alaska,62.6944,-164.6475
231,99563,Chevak,Alaska,61.529,-165.5905
232,99581,Emmonak,Alaska,62.7818,-164.5335
233,99585,Marshall,Alaska,61.9287,-162.268
234,99604,Hooper Bay,Alaska,61.527,-166.1151
235,99620,Kotlik,Alaska,63.0295,-163.5542
236,99632,Mountain Village,Alaska,62.1123,-163.6644
237,99650,Pilot Station,Alaska,61.9462,-162.8747
238,99657,Russian Mission,Alaska,61.7744,-161.3939
239,99658,Saint Marys,Alaska,62.1172,-163.2376
240,99662,Scammon Bay,Alaska,61.845,-165.5819
241,99666,Sheldon Point,Alaska,62.1172,-163.2376
242,99830,Kake,Alaska,56.9736,-133.936
243,99833,Petersburg,Alaska,56.8271,-133.1607
244,99836,Port Alexander,Alaska,56.536,-132.8279
245,99929,Wrangell,Alaska,56.4335,-132.3529
246,99558,Anvik,Alaska,65.2264,-151.0251
247,99584,Flat,Alaska,65.2264,-151.0251
248,99590,Grayling,Alaska,65.2264,-151.0251
249,99602,Holy Cross,Alaska,62.1926,-159.8251
250,99627,Mc Grath,Alaska,62.9457,-155.5712
251,99665,Shageluk,Alaska,65.2264,-151.0251
252,99675,Takotna,Alaska,65.2264,-151.0251
253,99691,Nikolai,Alaska,65.2264,-151.0251
254,99720,Allakaket,Alaska,66.5432,-152.7122
255,99722,Arctic Village,Alaska,65.2264,-151.0251
256,99724,Beaver,Alaska,66.9297,-149.193
257,99726,Bettles Field,Alaska,65.2264,-151.0251
258,99730,Central,Alaska,65.4681,-144.7489
259,99733,Circle,Alaska,65.8245,-144.0826
260,99740,Fort Yukon,Alaska,65.2264,-151.0251
261,99741,Galena,Alaska,65.8263,-154.4373
262,99745,Hughes,Alaska,66.0382,-154.2644
263,99746,Huslia,Alaska,65.6899,-156.292
264,99748,Kaltag,Alaska,64.3305,-158.7243
265,99754,Koyukuk,Alaska,65.2264,-151.0251
266,99756,Manley Hot Springs,Alaska,65.2264,-151.0251
267,99757,Lake Minchumina,Alaska,65.2264,-151.0251
268,99758,Minto,Alaska,65.0584,-149.6912
269,99760,Nenana,Alaska,64.5577,-149.0867
270,99765,Nulato,Alaska,65.2264,-151.0251
271,99767,Rampart,Alaska,65.509,-150.1619
272,99768,Ruby,Alaska,64.7201,-155.5039
273,99774,Stevens Village,Alaska,65.2264,-151.0251
274,99777,Tanana,Alaska,65.2264,-151.0251
275,99781,Venetie,Alaska,67.0104,-146.4137
276,99788,Chalkyitsik,Alaska,65.2264,-151.0251
277,36003,Autaugaville,Alabama,32.4625,-86.7149
278,36006,Billingsley,Alabama,32.6106,-86.7163
279,36008,Booth,Alabama,32.5016,-86.5727
280,36051,Marbury,Alabama,32.6841,-86.4946
281,36066,Prattville,Alabama,32.4787,-86.43
282,36067,Prattville,Alabama,32.4715,-86.4831
283,36068,Prattville,Alabama,32.5079,-86.6663
284,36749,Jones,Alabama,32.5104,-86.8138
285,36507,Bay Minette,Alabama,30.8635,-87.7644
286,36511,Bon Secour,Alabama,30.3128,-87.7431
287,36526,Daphne,Alabama,30.6197,-87.8895
288,36527,Spanish Fort,Alabama,30.6959,-87.8867
289,36530,Elberta,Alabama,30.3942,-87.589
290,36532,Fairhope,Alabama,30.5012,-87.8835
291,36533,Fairhope,Alabama,30.4841,-87.8606
292,36535,Foley,Alabama,30.4007,-87.6857
293,36536,Foley,Alabama,30.4222,-87.7064
294,36542,Gulf Shores,Alabama,30.2717,-87.7589
295,36547,Gulf Shores,Alabama,30.2653,-87.6299
296,36549,Lillian,Alabama,30.3972,-87.4745
297,36550,Little River,Alabama,31.2246,-87.7548
298,36551,Loxley,Alabama,30.618,-87.7562
299,36555,Magnolia Springs,Alabama,30.3998,-87.7726
300,36559,Montrose,Alabama,30.5623,-87.9005
301,36561,Orange Beach,Alabama,30.281,-87.5815
302,36562,Perdido,Alabama,31.0403,-87.6667
303,36564,Point Clear,Alabama,30.476,-87.9179
304,36567,Robertsdale,Alabama,30.5616,-87.6373
305,36574,Seminole,Alabama,30.5048,-87.4659
306,36576,Silverhill,Alabama,30.5222,-87.7457
307,36577,Spanish Fort,Alabama,30.7328,-87.702
308,36578,Stapleton,Alabama,30.7476,-87.7787
309,36579,Stockton,Alabama,31.0129,-87.8633
310,36580,Summerdale,Alabama,30.4752,-87.6992
311,36004,Baker Hill,Alabama,31.7867,-85.2397
312,36016,Clayton,Alabama,31.8874,-85.4509
313,36017,Clio,Alabama,31.6852,-85.5904
314,36027,Eufaula,Alabama,31.9051,-85.1656
315,36048,Louisville,Alabama,31.7943,-85.5581
316,36072,Eufaula,Alabama,31.8261,-85.166
317,35034,Brent,Alabama,32.9357,-87.2114
318,35035,Brierfield,Alabama,33.0427,-86.9517
319,35042,Centreville,Alabama,32.9503,-87.1192
320,35074,Green Pond,Alabama,33.2027,-87.118
321,35184,West Blocton,Alabama,33.1424,-87.1369
322,35188,Woodstock,Alabama,33.1698,-87.1635
323,36792,Randolph,Alabama,32.8888,-86.907
324,36793,Lawley,Alabama,32.8646,-86.9567
325,35013,Allgood,Alabama,33.9222,-86.4493
326,35031,Blountsville,Alabama,34.0929,-86.5686
327,35049,Cleveland,Alabama,33.9778,-86.5598
328,35079,Hayden,Alabama,33.9534,-86.7455
329,35097,Locust Fork,Alabama,33.905,-86.6261
330,35121,Oneonta,Alabama,33.9259,-86.4741
331,35133,Remlap,Alabama,33.8462,-86.6417
332,36029,Fitzpatrick,Alabama,32.1516,-85.8883
333,36053,Midway,Alabama,32.0955,-85.5315
334,36061,Perote,Alabama,32.0928,-85.7046
335,36089,Union Springs,Alabama,32.1663,-85.6787
336,36015,Chapman,Alabama,31.6427,-86.7343
337,36030,Forest Home,Alabama,31.8501,-86.8372
338,36033,Georgiana,Alabama,31.6287,-86.734
339,36037,Greenville,Alabama,31.81,-86.6229
340,36456,Mc Kenzie,Alabama,31.545,-86.7356
341,36201,Anniston,Alabama,33.6539,-85.8382
342,36202,Anniston,Alabama,33.7622,-85.8378
343,36203,Anniston,Alabama,33.5815,-85.8328
344,36203,Oxford,Alabama,33.5815,-85.8328
345,36204,Anniston,Alabama,33.7622,-85.8378
346,36205,Anniston,Alabama,33.7358,-85.7933
347,36206,Anniston,Alabama,33.7191,-85.8389
348,36207,Anniston,Alabama,33.6803,-85.7137
349,36210,Anniston,Alabama,33.6578,-85.7717
350,36250,Alexandria,Alabama,33.7808,-85.8924
351,36253,Bynum,Alabama,33.7622,-85.8378
352,36254,Choccolocco,Alabama,33.6573,-85.6991
353,36257,De Armanville,Alabama,33.7622,-85.8378
354,36260,Eastaboga,Alabama,33.6031,-85.9608
355,36265,Jacksonville,Alabama,33.831,-85.7752
356,36271,Ohatchee,Alabama,33.7788,-86.0254
357,36272,Piedmont,Alabama,33.8389,-85.646
358,36277,Weaver,Alabama,33.7563,-85.8107
359,36279,Wellington,Alabama,33.8638,-85.9153
360,36852,Cusseta,Alabama,32.7831,-85.2756
361,36854,Valley,Alabama,32.8113,-85.1749
362,36855,Five Points,Alabama,33.0424,-85.3243
363,36862,Lafayette,Alabama,32.9252,-85.4426
364,36863,Lanett,Alabama,32.8616,-85.2161
365,35959,Cedar Bluff,Alabama,34.2417,-85.6026
366,35960,Centre,Alabama,34.1116,-85.6092
367,35973,Gaylesville,Alabama,34.3573,-85.5589
368,35983,Leesburg,Alabama,34.1911,-85.7705
369,36275,Spring Garden,Alabama,33.9778,-85.5521
370,35045,Clanton,Alabama,32.8355,-86.6425
371,35046,Clanton,Alabama,32.9229,-86.545
372,35085,Jemison,Alabama,32.9805,-86.7181
373,35171,Thorsby,Alabama,32.8932,-86.7564
374,36091,Verbena,Alabama,32.7596,-86.5438
375,36750,Maplesville,Alabama,32.8045,-86.8717
376,36790,Stanton,Alabama,32.7332,-86.8963
377,36903,Butler,Alabama,32.1413,-88.131
378,36904,Butler,Alabama,32.0829,-88.2064
379,36906,Cromwell,Alabama,32.0042,-88.2007
380,36908,Gilbertown,Alabama,31.8666,-88.3265
381,36910,Jachin,Alabama,32.0042,-88.2007
382,36911,Lavaca,Alabama,32.1401,-88.0799
383,36912,Lisman,Alabama,32.2177,-88.3234
384,36913,Melvin,Alabama,32.0042,-88.2007
385,36915,Needham,Alabama,32.0042,-88.2007
386,36916,Pennington,Alabama,32.2094,-88.049
387,36919,Silas,Alabama,31.7668,-88.3091
388,36921,Toxey,Alabama,31.9155,-88.151
389,36922,Ward,Alabama,32.3038,-88.1476
390,36436,Dickinson,Alabama,31.7172,-87.6569
391,36446,Fulton,Alabama,31.7925,-87.72
392,36451,Grove Hill,Alabama,31.6755,-87.7636
393,36482,Whatley,Alabama,31.6395,-87.6565
394,36501,Alma,Alabama,31.4825,-87.8801
395,36515,Carlton,Alabama,31.3224,-87.8378
396,36524,Coffeeville,Alabama,31.7843,-88.0715
397,36540,Gainestown,Alabama,31.4258,-87.6822
398,36545,Jackson,Alabama,31.5131,-87.8672
399,36570,Salitpa,Alabama,31.5884,-87.8409
400,36586,Walker Springs,Alabama,31.5884,-87.8409
401,36727,Campbell,Alabama,31.9213,-88.008
402,36762,Morvin,Alabama,31.9402,-88.0034
403,36784,Thomasville,Alabama,31.9067,-87.7598
404,35082,Hollins,Alabama,33.1162,-86.1386
405,36251,Ashland,Alabama,33.2474,-85.829
406,36255,Cragford,Alabama,33.2171,-85.7108
407,36258,Delta,Alabama,33.4573,-85.6793
408,36266,Lineville,Alabama,33.3286,-85.7346
409,36267,Millerville,Alabama,33.1808,-85.9418
410,36261,Edwardsville,Alabama,33.7066,-85.5099
411,36262,Fruithurst,Alabama,33.7717,-85.4381
412,36264,Heflin,Alabama,33.6115,-85.5885
413,36269,Muscadine,Alabama,33.7529,-85.3789
414,36273,Ranburne,Alabama,33.5616,-85.3786
415,36323,Elba,Alabama,31.4137,-86.0777
416,36330,Enterprise,Alabama,31.3408,-85.8421
417,36331,Enterprise,Alabama,31.2978,-85.9036
418,36346,Jack,Alabama,31.5652,-85.971
419,36351,New Brockton,Alabama,31.369,-85.9404
420,36453,Kinston,Alabama,31.1926,-86.1514
421,35616,Cherokee,Alabama,34.7442,-87.9724
422,35646,Leighton,Alabama,34.711,-87.5221
423,35660,Sheffield,Alabama,34.7578,-87.6971
424,35661,Muscle Shoals,Alabama,34.7561,-87.6304
425,35662,Muscle Shoals,Alabama,34.7572,-87.9666
426,35674,Tuscumbia,Alabama,34.6874,-87.6833
427,36401,Evergreen,Alabama,31.458,-86.9258
428,36429,Brooklyn,Alabama,31.4669,-87.0447
429,36432,Castleberry,Alabama,31.3709,-86.9981
430,36454,Lenox,Alabama,31.4669,-87.0447
431,36473,Range,Alabama,31.3058,-87.2137
432,36475,Repton,Alabama,31.4256,-87.172
433,35072,Goodwater,Alabama,33.0746,-86.0781
434,35089,Kellyton,Alabama,32.9791,-86.0484
435,35136,Rockford,Alabama,32.878,-86.24
436,35183,Weogufka,Alabama,33.0238,-86.3042
437,36026,Equality,Alabama,32.8139,-86.1051
438,36038,Gantt,Alabama,31.2609,-86.4448
439,36420,Andalusia,Alabama,31.2971,-86.4905
440,36442,Florala,Alabama,31.0172,-86.3385
441,36455,Lockhart,Alabama,31.2609,-86.4448
442,36467,Opp,Alabama,31.2799,-86.2571
443,36474,Red Level,Alabama,31.4399,-86.6121
444,36476,River Falls,Alabama,31.2609,-86.4448
445,36483,Wing,Alabama,31.0223,-86.6293
446,36009,Brantley,Alabama,31.571,-86.2743
447,36028,Dozier,Alabama,31.5066,-86.3663
448,36034,Glenwood,Alabama,31.6641,-86.171
449,36041,Highland Home,Alabama,31.9283,-86.2971
450,36042,Honoraville,Alabama,31.8784,-86.3981
451,36049,Luverne,Alabama,31.7074,-86.2566
452,36062,Petrey,Alabama,31.7459,-86.3239
453,36071,Rutledge,Alabama,31.7062,-86.3715
454,35019,Baileyton,Alabama,34.2683,-86.6213
455,35033,Bremen,Alabama,33.9737,-87.0043
456,35053,Crane Hill,Alabama,34.0821,-87.0484
457,35055,Cullman,Alabama,34.1761,-86.8298
458,35056,Cullman,Alabama,34.1964,-86.8952
459,35057,Cullman,Alabama,34.0878,-86.9447
460,35058,Cullman,Alabama,34.2098,-86.752
461,35070,Garden City,Alabama,34.0058,-86.75
462,35077,Hanceville,Alabama,34.0516,-86.7848
463,35083,Holly Pond,Alabama,34.1901,-86.6174
464,35087,Joppa,Alabama,34.2837,-86.5519
465,35098,Logan,Alabama,34.1377,-87.0266
466,35179,Vinemont,Alabama,34.2621,-86.9125
467,36311,Ariton,Alabama,31.583,-85.7077
468,36317,Clopton,Alabama,31.6446,-85.3911
469,36322,Daleville,Alabama,31.2811,-85.7305
470,36350,Midland City,Alabama,31.3672,-85.513
471,36352,Newton,Alabama,31.3311,-85.5992
472,36360,Ozark,Alabama,31.4391,-85.6436
473,36361,Ozark,Alabama,31.4079,-85.6035
474,36362,Fort Rucker,Alabama,31.348,-85.7214
475,36371,Pinckard,Alabama,31.3074,-85.5263
476,36374,Skipperville,Alabama,31.5748,-85.537
477,36701,Selma,Alabama,32.4197,-87.0245
478,36702,Selma,Alabama,32.4193,-87.1247
479,36703,Selma,Alabama,32.4156,-87.0135
480,36758,Plantersville,Alabama,32.6176,-86.9475
481,36759,Marion Junction,Alabama,32.4266,-87.2702
482,36761,Minter,Alabama,32.1899,-87.0633
483,36767,Orrville,Alabama,32.2949,-87.2214
484,36771,Prairie,Alabama,32.0848,-87.4487
485,36773,Safford,Alabama,32.3002,-87.3693
486,36775,Sardis,Alabama,32.2844,-86.992
487,36785,Tyler,Alabama,32.3239,-86.8646
488,35961,Collinsville,Alabama,34.268,-85.862
489,35962,Crossville,Alabama,34.2588,-86.0306
490,35963,Dawson,Alabama,34.3568,-85.9292
491,35967,Fort Payne,Alabama,34.4368,-85.7124
492,35968,Fort Payne,Alabama,34.4898,-85.7657
493,35971,Fyffe,Alabama,34.4373,-85.9288
494,35974,Geraldine,Alabama,34.3592,-86.024
495,35975,Groveoak,Alabama,34.4359,-86.04
496,35978,Henagar,Alabama,34.6186,-85.7274
497,35981,Ider,Alabama,34.7351,-85.6416
498,35984,Mentone,Alabama,34.5872,-85.5777
499,35986,Rainsville,Alabama,34.4989,-85.8446
500,35988,Sylvania,Alabama,34.559,-85.7921
501,35989,Valley Head,Alabama,34.5697,-85.6272
502,36020,Coosada,Alabama,32.5056,-86.3322
503,36022,Deatsville,Alabama,32.6134,-86.3382
504,36024,Eclectic,Alabama,32.6542,-86.0316
505,36025,Elmore,Alabama,32.5454,-86.3161
506,36045,Kent,Alabama,32.5876,-86.133
507,36054,Millbrook,Alabama,32.4995,-86.3641
508,36078,Tallassee,Alabama,32.551,-85.8978
509,36080,Titus,Alabama,32.69,-86.2393
510,36092,Wetumpka,Alabama,32.5927,-86.2153
511,36093,Wetumpka,Alabama,32.5622,-86.0994
512,36426,Brewton,Alabama,31.1294,-87.0961
513,36427,Brewton,Alabama,31.0918,-87.264
514,36441,Flomaton,Alabama,31.0402,-87.2664
515,36502,Atmore,Alabama,31.0572,-87.4873
516,36503,Atmore,Alabama,31.1282,-87.1521
517,36504,Atmore,Alabama,31.0158,-87.4972
518,36543,Huxford,Alabama,31.2161,-87.4615
519,35901,Gadsden,Alabama,34.048,-85.9246
520,35902,Gadsden,Alabama,33.9841,-85.8034
521,35903,Gadsden,Alabama,33.9845,-85.9077
522,35904,Gadsden,Alabama,34.0217,-86.0495
523,35905,Gadsden,Alabama,33.9352,-85.9576
